season,date,home_team,away_team,home_win_bool,home_max_rating_Defense,home_max_rating_GK,home_max_rating_Midfield,home_max_rating_Attack,home_median_rating_Defense,home_median_rating_GK,home_median_rating_Midfield,home_median_rating_Attack,home_var_rating_Defense,home_var_rating_GK,home_var_rating_Midfield,home_var_rating_Attack,home_sum_work_rate_Defense,home_sum_work_rate_GK,home_sum_work_rate_Midfield,home_sum_work_rate_Attack,away_max_rating_Defense,away_max_rating_GK,away_max_rating_Midfield,away_max_rating_Attack,away_median_rating_Defense,away_median_rating_GK,away_median_rating_Midfield,away_median_rating_Attack,away_var_rating_Defense,away_var_rating_GK,away_var_rating_Midfield,away_var_rating_Attack,away_sum_work_rate_Defense,away_sum_work_rate_GK,away_sum_work_rate_Midfield,away_sum_work_rate_Attack,home_win_1_0,diff_max_rating_Defense,diff_max_rating_GK,diff_max_rating_Midfield,diff_max_rating_Attack,diff_median_rating_Defense,diff_median_rating_GK,diff_median_rating_Midfield,diff_median_rating_Attack,diff_var_rating_Defense,diff_var_rating_GK,diff_var_rating_Midfield,diff_var_rating_Attack,diff_sum_work_rate_Defense,diff_sum_work_rate_GK,diff_sum_work_rate_Midfield,diff_sum_work_rate_Attack,diff_median_rating_home_attack_away_defense,diff_median_rating_home_defense_away_attack,diff_max_rating_home_attack_away_gk,diff_max_rating_home_gk_away_attack
15/16,2016-01-02,Norwich City,Southampton,TRUE,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,73,81,79,77,69.5,74,78,77,24.5,46.76,7,0,0,7,2,1,1,-2,-3,-5,-2,0.5,-4,-4,-2,-22.5,4.761739130434783,-7,0,1,-4,0,-1,5.5,-7,-6,1
15/16,2016-01-02,Sunderland,Aston Villa,TRUE,74,79,79,79,73,72,77,79,2,48.242165242165235,8,0,2,5,0,0,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,1,-1,0,3,6,-1,-2,3,6,0,19.02082136864745,4,0,1,2,-2,0,5,0,0,6
15/16,2016-01-02,Watford,Manchester City,FALSE,77,78,75,72,71.5,71,75,72,60.5,36.409090909090914,1.3333333333333335,0,2,1,1,0,79,88,86,87,79,80,82,87,0,77.99209486166009,9.333333333333332,0,2,8,2,1,0,-2,-10,-11,-15,-7.5,-9,-7,-15,60.5,-41.58300395256918,-7.999999999999998,0,0,-7,-1,-1,-7,-15.5,-16,-9
15/16,2016-01-02,West Bromwich Albion,Stoke City,TRUE,73,79,78,80,69.5,73,76,80,24.5,75.34601449275362,4,0,0,4,1,1,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,1,-4,-1,-3,9,-6,-2,-4,9,20,41.87198851872764,1.6666666666666665,0,-1,2,-1,0,4.5,-1.5,0,8
15/16,2016-01-03,Crystal Palace,Chelsea,FALSE,76,79,77,76,75,73,75,76,2,25.482213438735183,1.3333333333333335,0,1,4,1,1,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,0,-6,-8,-12,-10,-6,-4.5,-9,-10,0,-82.79700734048559,-8.999999999999998,0,0,-4,-1,0,-5,-11,-11,-7
15/16,2016-01-03,Everton,Tottenham Hotspur,FALSE,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,0,-13,-2,0,2,-12,1.5,-3,2,-4,-38.515974025974025,3,0,-2,-2,1,-1,2.5,-12.5,-5,5
15/16,2016-01-12,Aston Villa,Crystal Palace,TRUE,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,76,79,77,76,75,73,75,76,2,25.482213438735183,1.3333333333333335,0,1,4,1,1,1,-1,0,-1,-3,-1,1,-1,-3,0,3.739130434782602,2.6666666666666665,0,0,-1,1,-1,-2,-2,-6,3
15/16,2016-01-13,Chelsea,West Bromwich Albion,FALSE,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,73,79,78,80,69.5,73,76,80,24.5,75.34601449275362,4,0,0,4,1,1,0,9,8,11,6,11.5,4.5,8,6,-22.5,32.933206286467154,6.333333333333332,0,1,4,1,0,16.5,1,7,7
15/16,2016-01-13,Manchester City,Everton,FALSE,79,88,86,87,79,80,82,87,0,77.99209486166009,9.333333333333332,0,2,8,2,1,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,0,13,5,7,7,13.5,3.5,6,7,-0.5,32.68473555430078,6.333333333333332,0,2,0,1,1,21.5,-1,4,8
15/16,2016-01-13,Southampton,Watford,TRUE,73,81,79,77,69.5,74,78,77,24.5,46.76,7,0,0,7,2,1,77,78,75,72,71.5,71,75,72,60.5,36.409090909090914,1.3333333333333335,0,2,1,1,0,1,-4,3,4,5,-2,3,3,5,-36,10.350909090909084,5.666666666666666,0,-2,6,1,1,5.5,-2.5,-1,9
15/16,2016-01-13,Stoke City,Norwich City,TRUE,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,1,6,2,7,-4,5.5,5,6,-4,2.5,-18.047713156408797,2.3333333333333335,0,0,-1,0,1,1,0.5,-7,5
15/16,2016-01-13,Swansea City,Sunderland,FALSE,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,74,79,79,79,73,72,77,79,2,48.242165242165235,8,0,2,5,0,0,0,0,2,0,-2,1,3,1,-2,-2,10.14732751145796,-7,0,-2,-2,3,1,4,-5,-2,2
15/16,2016-01-16,Chelsea,Everton,FALSE,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,0,16,4,10,6,15.5,1,8,6,1.5,62.971861471861466,7.333333333333332,0,1,0,1,1,20.5,1,3,7
15/16,2016-01-16,Manchester City,Crystal Palace,TRUE,79,88,86,87,79,80,82,87,0,77.99209486166009,9.333333333333332,0,2,8,2,1,76,79,77,76,75,73,75,76,2,25.482213438735183,1.3333333333333335,0,1,4,1,1,1,3,9,9,11,4,7,7,11,-2,52.509881422924906,7.999999999999998,0,1,4,1,0,12,3,8,12
15/16,2016-01-16,Newcastle United,West Ham United,TRUE,77,80,76,78,74.5,73,76,78,12.5,33.44927536231885,3,0,2,7,2,0,74,79,81,75,73.5,73,76,75,0.5,71.64,8.333333333333332,0,1,1,1,0,1,3,1,-5,3,1,0,0,3,12,-38.19072463768115,-5.333333333333332,0,1,6,1,0,4.5,-0.5,-1,5
15/16,2016-01-16,Southampton,West Bromwich Albion,TRUE,73,81,79,77,69.5,74,78,77,24.5,46.76,7,0,0,7,2,1,73,79,78,80,69.5,73,76,80,24.5,75.34601449275362,4,0,0,4,1,1,1,0,2,1,-3,0,1,2,-3,0,-28.586014492753627,3,0,0,3,1,0,7.5,-10.5,-2,1
15/16,2016-01-16,Tottenham Hotspur,Sunderland,TRUE,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,74,79,79,79,73,72,77,79,2,48.242165242165235,8,0,2,5,0,0,1,5,6,0,-1,4.5,3,2,-1,2.5,35.5811680911681,-8,0,0,5,0,1,5,-1.5,-1,6
15/16,2016-01-17,Stoke City,Arsenal,FALSE,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,80,85,87,86,77,78,87,82,18,124.10461538461539,0,7,0,6,0,3,0,-3,-5,-6,-15,-1.5,-3,-7,-11,-13.5,-90.63058941058941,2.3333333333333335,-7,1,-4,2,-2,-6,-6.5,-14,-6
15/16,2016-01-18,Swansea City,Watford,TRUE,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,77,78,75,72,71.5,71,75,72,60.5,36.409090909090914,1.3333333333333335,0,2,1,1,0,1,-3,3,4,5,2.5,4,3,5,-60.5,21.98040184453228,-0.3333333333333335,0,-2,2,2,1,5.5,2,-1,9
15/16,2016-01-23,Crystal Palace,Tottenham Hotspur,FALSE,76,79,77,76,75,73,75,76,2,25.482213438735183,1.3333333333333335,0,1,4,1,1,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,0,-3,-6,-2,-2,-2.5,-2,-4,-2,-2.5,-58.34111989459815,1.3333333333333335,0,-1,-6,1,0,-1.5,-3,-9,1
15/16,2016-01-23,Watford,Newcastle United,TRUE,77,78,75,72,71.5,71,75,72,60.5,36.409090909090914,1.3333333333333335,0,2,1,1,0,77,80,76,78,74.5,73,76,78,12.5,33.44927536231885,3,0,2,7,2,0,1,0,-2,-1,-6,-3,-2,-1,-6,48,2.959815546772063,-1.6666666666666665,0,0,-6,-1,0,-2.5,-6.5,-8,0
15/16,2016-01-23,West Bromwich Albion,Aston Villa,FALSE,73,79,78,80,69.5,73,76,80,24.5,75.34601449275362,4,0,0,4,1,1,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,0,-2,0,2,7,-4.5,-1,2,7,22.5,46.12467061923584,0,0,-1,1,-1,1,6,-3.5,1,6
15/16,2016-01-23,West Ham United,Manchester City,FALSE,74,79,81,75,73.5,73,76,75,0.5,71.64,8.333333333333332,0,1,1,1,0,79,88,86,87,79,80,82,87,0,77.99209486166009,9.333333333333332,0,2,8,2,1,0,-5,-9,-5,-12,-5.5,-7,-6,-12,0.5,-6.352094861660092,-1,0,-1,-7,-1,-1,-4,-13.5,-13,-8
15/16,2016-01-24,Arsenal,Chelsea,FALSE,80,85,87,86,77,78,87,82,18,124.10461538461539,0,7,0,6,0,3,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,0,-2,-2,-2,0,-4,0.5,3,-4,16,15.825394605394607,-10.333333333333332,7,-1,-2,-2,2,1,-9,-1,-1
15/16,2016-01-24,Everton,Swansea City,FALSE,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,0,-8,2,0,3,-8.5,1.5,-2,3,0.5,-13.082133446263882,2,0,0,5,-2,-1,6,-11.5,-1,6
15/16,2016-02-02,Arsenal,Southampton,FALSE,80,85,87,86,77,78,87,82,18,124.10461538461539,0,7,0,6,0,3,73,81,79,77,69.5,74,78,77,24.5,46.76,7,0,0,7,2,1,0,7,4,8,9,7.5,4,9,5,-6.5,77.3446153846154,-7,7,0,-1,-2,2,12.5,0,5,8
15/16,2016-02-02,Norwich City,Tottenham Hotspur,FALSE,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,0,-8,-7,-5,-3,-7.5,-5,-5,-3,-2.5,-32.301594202898556,0,0,-1,-7,2,-1,-2.5,-8,-10,0
15/16,2016-02-02,Sunderland,Manchester City,FALSE,74,79,79,79,73,72,77,79,2,48.242165242165235,8,0,2,5,0,0,79,88,86,87,79,80,82,87,0,77.99209486166009,9.333333333333332,0,2,8,2,1,0,-5,-9,-7,-8,-6,-8,-5,-8,2,-29.749929619494857,-1.3333333333333321,0,0,-3,-2,-1,0,-14,-9,-8
15/16,2016-02-02,West Bromwich Albion,Swansea City,FALSE,73,79,78,80,69.5,73,76,80,24.5,75.34601449275362,4,0,0,4,1,1,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,0,-1,-2,-1,3,-4.5,-2,-2,3,24.5,16.95652173913043,3,0,0,1,-2,0,6,-7.5,-1,2
15/16,2016-02-02,West Ham United,Aston Villa,TRUE,74,79,81,75,73.5,73,76,75,0.5,71.64,8.333333333333332,0,1,1,1,0,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,1,-1,0,5,2,-0.5,-1,2,2,-1.5,42.41865612648222,4.333333333333332,0,0,-2,-1,0,1,0.5,-4,6
15/16,2016-02-03,Everton,Newcastle United,TRUE,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,77,80,76,78,74.5,73,76,78,12.5,33.44927536231885,3,0,2,7,2,0,1,-11,3,3,2,-9,3.5,0,2,-12,11.858083945040462,0,0,-2,1,-1,0,5.5,-12.5,0,5
15/16,2016-02-03,Watford,Chelsea,FALSE,77,78,75,72,71.5,71,75,72,60.5,36.409090909090914,1.3333333333333335,0,2,1,1,0,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,0,-5,-9,-14,-14,-9.5,-6.5,-9,-14,58.5,-71.87012987012986,-8.999999999999998,0,1,-7,-1,-1,-9,-14.5,-15,-8
15/16,2016-02-06,Aston Villa,Norwich City,TRUE,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,1,4,1,2,-2,4,4,0,-2,0,-22.300395256916996,4,0,0,0,0,0,3,-1,-5,4
15/16,2016-02-06,Newcastle United,West Bromwich Albion,TRUE,77,80,76,78,74.5,73,76,78,12.5,33.44927536231885,3,0,2,7,2,0,73,79,78,80,69.5,73,76,80,24.5,75.34601449275362,4,0,0,4,1,1,1,4,1,-2,-2,5,0,0,-2,-12,-41.896739130434774,-1,0,2,3,1,-1,8.5,-5.5,-1,0
15/16,2016-02-06,Southampton,West Ham United,TRUE,73,81,79,77,69.5,74,78,77,24.5,46.76,7,0,0,7,2,1,74,79,81,75,73.5,73,76,75,0.5,71.64,8.333333333333332,0,1,1,1,0,1,-1,2,-2,2,-4,1,2,2,24,-24.880000000000003,-1.3333333333333321,0,-1,6,1,1,3.5,-5.5,-2,6
15/16,2016-02-06,Stoke City,Everton,FALSE,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,0,11,-3,2,-9,10,-1.5,4,-9,4,-11.833333333333329,-0.6666666666666665,0,1,-6,1,1,5.5,-4.5,-12,0
15/16,2016-02-06,Swansea City,Crystal Palace,FALSE,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,76,79,77,76,75,73,75,76,2,25.482213438735183,1.3333333333333335,0,1,4,1,1,0,-2,2,2,1,-1,2,3,1,-2,32.907279314888015,-0.3333333333333335,0,-1,-1,2,0,2,-2,-2,5
15/16,2016-02-06,Tottenham Hotspur,Watford,TRUE,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,77,78,75,72,71.5,71,75,72,60.5,36.409090909090914,1.3333333333333335,0,2,1,1,0,1,2,7,4,6,6,4,4,6,-56,47.414242424242424,-1.3333333333333335,0,0,9,-1,1,6.5,5.5,0,13
15/16,2016-02-13,Chelsea,Newcastle United,TRUE,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,77,80,76,78,74.5,73,76,78,12.5,33.44927536231885,3,0,2,7,2,0,1,5,7,13,8,6.5,4.5,8,8,-10.5,74.82994541690192,7.333333333333332,0,-1,1,0,1,11.5,3,6,9
15/16,2016-02-13,Crystal Palace,Watford,FALSE,76,79,77,76,75,73,75,76,2,25.482213438735183,1.3333333333333335,0,1,4,1,1,77,78,75,72,71.5,71,75,72,60.5,36.409090909090914,1.3333333333333335,0,2,1,1,0,0,-1,1,2,4,3.5,2,0,4,-58.5,-10.92687747035573,0,0,-1,3,0,1,4.5,3,-2,7
15/16,2016-02-13,Everton,West Bromwich Albion,FALSE,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,73,79,78,80,69.5,73,76,80,24.5,75.34601449275362,4,0,0,4,1,1,0,-7,4,1,0,-4,3.5,0,0,-24,-30.038655185394312,-1,0,0,4,0,-1,10.5,-14.5,1,3
15/16,2016-02-13,Norwich City,West Ham United,FALSE,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,74,79,81,75,73.5,73,76,75,0.5,71.64,8.333333333333332,0,1,1,1,0,0,-3,-1,-7,0,-3.5,-3,-2,0,1.5,-20.11826086956522,-8.333333333333332,0,0,2,1,0,1.5,-5,-4,3
15/16,2016-02-13,Swansea City,Southampton,FALSE,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,73,81,79,77,69.5,74,78,77,24.5,46.76,7,0,0,7,2,1,0,1,0,0,0,4.5,1,0,0,-24.5,11.629492753623197,-6,0,0,-4,1,0,7.5,-3,-4,4
15/16,2016-02-14,Manchester City,Tottenham Hotspur,FALSE,79,88,86,87,79,80,82,87,0,77.99209486166009,9.333333333333332,0,2,8,2,1,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,0,0,3,7,9,1.5,5,3,9,-4.5,-5.831238471673245,9.333333333333332,0,0,-2,2,0,9.5,1,2,10
15/16,2016-02-27,Southampton,Chelsea,FALSE,73,81,79,77,69.5,74,78,77,24.5,46.76,7,0,0,7,2,1,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,0,-9,-6,-10,-9,-11.5,-3.5,-6,-9,22.5,-61.51922077922078,-3.333333333333332,0,-1,-1,0,0,-4,-16.5,-10,-5
15/16,2016-02-27,Stoke City,Aston Villa,TRUE,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,1,2,1,5,-2,1.5,1,6,-2,2.5,4.252682100508199,-1.6666666666666665,0,0,-1,0,1,-3,2.5,-8,7
15/16,2016-02-27,West Bromwich Albion,Crystal Palace,TRUE,73,79,78,80,69.5,73,76,80,24.5,75.34601449275362,4,0,0,4,1,1,76,79,77,76,75,73,75,76,2,25.482213438735183,1.3333333333333335,0,1,4,1,1,1,-3,0,1,4,-5.5,0,1,4,22.5,49.86380105401844,2.6666666666666665,0,-1,0,0,0,5,-6.5,1,3
15/16,2016-02-27,West Ham United,Sunderland,TRUE,74,79,81,75,73.5,73,76,75,0.5,71.64,8.333333333333332,0,1,1,1,0,74,79,79,79,73,72,77,79,2,48.242165242165235,8,0,2,5,0,0,1,0,0,2,-4,0.5,1,-1,-4,-1.5,23.397834757834765,0.33333333333333215,0,-1,-4,1,0,2,-5.5,-4,0
15/16,2016-02-28,Tottenham Hotspur,Swansea City,TRUE,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,1,5,4,0,1,3.5,0,1,1,4.5,25.433840579710143,-1,0,2,7,-3,0,4,0.5,-3,8
15/16,2016-03-01,Aston Villa,Everton,FALSE,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,0,9,-4,-3,-7,8.5,-2.5,-2,-7,1.5,-16.086015433841528,1,0,1,-5,1,0,7.5,-6,-10,-1
15/16,2016-03-01,Norwich City,Chelsea,FALSE,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,0,-11,-9,-15,-11,-11,-7.5,-10,-11,0,-56.757481648786,-10.333333333333332,0,0,-5,0,-1,-6,-16,-12,-8
15/16,2016-03-01,Sunderland,Crystal Palace,FALSE,74,79,79,79,73,72,77,79,2,48.242165242165235,8,0,2,5,0,0,76,79,77,76,75,73,75,76,2,25.482213438735183,1.3333333333333335,0,1,4,1,1,0,-2,0,2,3,-2,-1,2,3,0,22.759951803430052,6.666666666666666,0,1,1,-1,-1,4,-3,0,3
15/16,2016-03-02,Arsenal,Swansea City,FALSE,80,85,87,86,77,78,87,82,18,124.10461538461539,0,7,0,6,0,3,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,0,6,4,8,9,3,3,9,5,18,65.7151226309922,-1,7,0,3,-3,2,8,0,5,8
15/16,2016-03-02,Stoke City,Newcastle United,TRUE,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,77,80,76,78,74.5,73,76,78,12.5,33.44927536231885,3,0,2,7,2,0,1,0,0,5,-7,1,2,4,-7,-8,0.024750611707133885,-0.6666666666666665,0,-1,-5,0,1,-3.5,-2.5,-9,2
15/16,2016-03-02,West Ham United,Tottenham Hotspur,TRUE,74,79,81,75,73.5,73,76,75,0.5,71.64,8.333333333333332,0,1,1,1,0,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,1,-5,-6,2,-3,-4,-2,-3,-3,-4,-12.183333333333337,8.333333333333332,0,-1,-9,1,-1,-2.5,-4.5,-10,1
15/16,2016-03-05,Chelsea,Stoke City,FALSE,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,0,5,7,8,15,5.5,2.5,4,15,-2.5,74.80519480519479,7.999999999999998,0,0,6,0,0,10.5,10,6,16
15/16,2016-03-05,Everton,West Ham United,FALSE,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,74,79,81,75,73.5,73,76,75,0.5,71.64,8.333333333333332,0,1,1,1,0,0,-8,4,-2,5,-8,3.5,0,5,0,-26.332640692640688,-5.333333333333332,0,-1,7,0,0,6.5,-9.5,1,8
15/16,2016-03-05,Manchester City,Aston Villa,TRUE,79,88,86,87,79,80,82,87,0,77.99209486166009,9.333333333333332,0,2,8,2,1,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,1,4,9,10,14,5,6,8,14,-2,48.77075098814231,5.333333333333332,0,1,5,0,1,13,6,8,15
15/16,2016-03-05,Southampton,Sunderland,FALSE,73,81,79,77,69.5,74,78,77,24.5,46.76,7,0,0,7,2,1,74,79,79,79,73,72,77,79,2,48.242165242165235,8,0,2,5,0,0,0,-1,2,0,-2,-3.5,2,1,-2,22.5,-1.4821652421652374,-1,0,-2,2,2,1,4,-9.5,-2,2
15/16,2016-03-05,Swansea City,Norwich City,TRUE,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,1,3,3,5,2,4,5,4,2,-2,6.867753623188413,1,0,-1,0,1,1,7,-1,-1,6
15/16,2016-03-05,Tottenham Hotspur,Arsenal,FALSE,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,80,85,87,86,77,78,87,82,18,124.10461538461539,0,7,0,6,0,3,0,-1,0,-8,-8,0.5,-3,-8,-4,-13.5,-40.28128205128205,0,-7,2,4,0,-2,1,-4.5,-7,-1
15/16,2016-03-12,Norwich City,Manchester City,FALSE,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,79,88,86,87,79,80,82,87,0,77.99209486166009,9.333333333333332,0,2,8,2,1,0,-8,-10,-12,-12,-9,-10,-8,-12,2,-26.47035573122531,-9.333333333333332,0,-1,-5,0,-1,-4,-17,-13,-9
15/16,2016-03-12,Stoke City,Southampton,FALSE,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,73,81,79,77,69.5,74,78,77,24.5,46.76,7,0,0,7,2,1,0,4,-1,2,-6,6,1,2,-6,-20,-13.285974025974014,-4.666666666666666,0,1,-5,0,0,1.5,-1.5,-10,3
15/16,2016-03-13,Aston Villa,Tottenham Hotspur,FALSE,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,79,85,79,78,77.5,75,79,78,4.5,83.82333333333334,0,0,2,10,0,1,0,-4,-6,-3,-5,-3.5,-1,-5,-5,-2.5,-54.601989459815556,4,0,-1,-7,2,-1,-4.5,-4,-12,1
15/16,2016-03-19,Chelsea,West Ham United,FALSE,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,74,79,81,75,73.5,73,76,75,0.5,71.64,8.333333333333332,0,1,1,1,0,0,8,8,8,11,7.5,4.5,8,11,1.5,36.63922077922078,2,0,0,7,1,1,12.5,6,7,12
15/16,2016-03-19,Everton,Arsenal,FALSE,66,83,79,80,65.5,76.5,76,80,0.5,45.30735930735931,3,0,0,8,1,0,80,85,87,86,77,78,87,82,18,124.10461538461539,0,7,0,6,0,3,0,-14,-2,-8,-6,-11.5,-1.5,-11,-2,-17.5,-78.79725607725607,3,-7,0,2,1,-3,3,-16.5,-5,-3
15/16,2016-03-19,Swansea City,Aston Villa,TRUE,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,1,-1,2,3,4,0,1,4,4,-2,29.16814888010541,-3,0,-1,0,1,1,3,1,-2,8
15/16,2016-03-19,Watford,Stoke City,FALSE,77,78,75,72,71.5,71,75,72,60.5,36.409090909090914,1.3333333333333335,0,2,1,1,0,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,0,0,-2,-6,1,-4,-4,-5,1,56,2.935064935064929,-1,0,1,-1,-1,-1,-3.5,0.5,-8,7
15/16,2016-03-19,West Bromwich Albion,Norwich City,FALSE,73,79,78,80,69.5,73,76,80,24.5,75.34601449275362,4,0,0,4,1,1,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,0,2,1,4,5,-0.5,3,2,5,22.5,23.824275362318843,4,0,-1,1,-1,1,10,-5.5,2,4
15/16,2016-03-20,Newcastle United,Sunderland,FALSE,77,80,76,78,74.5,73,76,78,12.5,33.44927536231885,3,0,2,7,2,0,74,79,79,79,73,72,77,79,2,48.242165242165235,8,0,2,5,0,0,0,3,1,-3,-1,1.5,1,-1,-1,10.5,-14.792889879846385,-5,0,0,2,2,0,5,-4.5,-1,1
15/16,2016-04-02,Arsenal,Watford,TRUE,80,85,87,86,77,78,87,82,18,124.10461538461539,0,7,0,6,0,3,77,78,75,72,71.5,71,75,72,60.5,36.409090909090914,1.3333333333333335,0,2,1,1,0,1,3,7,12,14,5.5,7,12,10,-42.5,87.69552447552448,-1.3333333333333335,7,-2,5,-1,3,10.5,5,8,13
15/16,2016-04-02,Aston Villa,Chelsea,FALSE,75,79,76,73,74,74,74,73,2,29.221343873517785,4,0,1,3,2,0,82,87,89,86,81,77.5,84,86,2,108.27922077922078,10.333333333333332,0,1,8,2,1,0,-7,-8,-13,-13,-7,-3.5,-10,-13,0,-79.057876905703,-6.333333333333332,0,0,-5,0,-1,-8,-12,-14,-7
15/16,2016-04-02,Norwich City,Newcastle United,TRUE,71,78,74,75,70,70,74,75,2,51.52173913043478,0,0,1,3,2,0,77,80,76,78,74.5,73,76,78,12.5,33.44927536231885,3,0,2,7,2,0,1,-6,-2,-2,-3,-4.5,-3,-2,-3,-10.5,18.07246376811593,-3,0,-1,-4,0,0,0.5,-8,-5,0
15/16,2016-04-02,Stoke City,Swansea City,FALSE,77,80,81,71,75.5,75,80,71,4.5,33.474025974025984,2.3333333333333335,0,1,2,2,1,74,81,79,77,74,75,78,77,0,58.389492753623195,1,0,0,3,3,1,0,3,-1,2,-6,1.5,0,2,-6,4.5,-24.91546677959721,1.3333333333333335,0,1,-1,-1,0,-3,-1.5,-10,3
